,Bullied_on_school_property_in_past_12_months,Bullied_not_on_school_property_in_past_12_months,Cyber_bullied_in_past_12_months,Sex,Physically_attacked,Physical_fighting,Felt_lonely,Close_friends,Miss_school_no_permission,Other_students_kind_and_helpful,Parents_understand_problems,Most_of_the_time_or_always_felt_lonely,Missed_classes_or_school_without_permission,Were_underweight,Were_overweight,Were_obese,Age,bullied
53228,0,0,1,1,0,0,3,2,1,2,1,1,1,0,0,0,16,1
53229,1,0,0,1,0,0,2,3,0,3,3,0,0,0,0,0,15,1
53231,0,0,0,1,0,0,4,1,0,2,3,1,0,0,0,0,17,0
53232,0,0,0,1,0,0,4,3,0,3,0,1,0,0,0,0,16,0
53234,1,0,0,1,0,0,4,1,0,1,0,1,0,0,0,0,16,1
53236,1,0,0,1,0,4,0,2,0,3,3,0,0,0,0,0,17,1
53237,1,1,0,1,0,0,3,1,0,3,2,1,0,0,0,0,16,1
53239,0,1,0,1,0,0,3,2,0,2,1,1,0,0,1,0,16,1
53240,0,0,0,0,0,1,1,3,0,3,1,0,0,0,1,0,16,0
53241,0,0,0,1,0,0,2,3,0,4,0,0,0,0,1,0,16,0
53242,0,0,0,1,0,0,3,3,0,2,4,1,0,0,0,0,16,0
53243,0,0,0,0,0,0,2,3,0,3,4,0,0,0,0,0,16,0
53245,0,1,1,0,0,0,2,3,0,2,4,0,0,0,0,0,16,1
53247,0,0,0,1,0,0,1,0,0,4,3,0,0,0,0,0,16,0
53248,0,0,1,0,0,0,2,3,1,3,4,0,1,0,0,0,17,1
53250,1,1,0,1,0,0,0,3,0,0,4,0,0,0,0,0,16,1
53251,1,0,0,1,0,0,1,0,0,2,4,0,0,0,0,0,16,1
53252,0,0,0,0,0,0,1,3,0,4,4,0,0,0,0,0,16,0
53253,1,0,0,1,0,3,2,2,0,3,1,0,0,0,0,0,16,1
53254,0,1,1,0,0,0,1,2,0,1,4,0,0,0,1,1,16,1
53261,0,0,1,1,0,1,1,3,1,2,1,0,1,0,1,1,13,1
53263,1,0,0,1,0,0,3,2,0,1,1,1,0,0,0,0,13,1
53264,1,0,0,1,0,0,3,1,0,1,4,1,0,0,0,0,13,1
53265,0,1,0,0,0,2,2,3,0,2,2,0,0,0,0,0,13,1
53266,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0,13,0
53271,0,0,0,1,0,1,0,3,4,1,0,0,1,0,1,0,13,0
53273,0,1,0,0,1,2,3,3,0,3,0,1,0,0,0,0,14,1
53274,0,0,0,1,0,0,1,3,1,3,4,0,1,0,1,0,13,0
53276,1,1,0,1,0,0,2,3,0,3,3,0,0,0,0,0,13,1
53278,0,1,1,1,0,0,2,3,1,3,3,0,1,0,0,0,13,1
53279,0,0,0,0,0,1,1,3,0,4,3,0,0,0,0,0,14,0
53282,0,1,0,1,0,1,2,1,1,2,0,0,1,0,0,0,13,1
53283,0,0,0,0,7,1,4,3,0,1,0,1,0,0,0,0,14,0
53286,0,1,1,0,0,2,3,3,0,1,0,1,0,1,0,0,16,1
53289,1,1,0,1,0,0,2,3,1,3,4,0,1,0,0,0,13,1
53290,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,14,0
53294,1,0,1,1,0,0,0,1,0,1,4,0,0,0,1,1,14,1
53296,0,1,0,1,0,0,3,1,1,3,1,1,1,0,1,0,14,1
53297,0,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,15,0
53299,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,14,1
53300,1,1,1,1,0,0,3,3,0,4,4,1,0,0,1,0,14,1
53301,0,0,0,0,0,0,1,2,0,2,3,0,0,0,1,0,14,0
53303,0,0,0,1,0,0,0,3,0,2,2,0,0,0,0,0,14,0
53305,1,0,0,0,0,0,2,1,0,1,4,0,0,0,0,0,15,1
53309,0,1,1,1,0,0,2,2,0,3,0,0,0,0,1,1,14,1
53314,1,0,0,1,0,0,3,3,0,3,4,1,0,0,1,1,14,1
53315,0,0,0,0,0,3,2,3,0,2,4,0,0,0,0,0,15,0
53319,0,0,0,0,1,1,2,2,0,3,2,0,0,0,0,0,14,0
53320,0,0,0,0,0,0,0,3,0,3,4,0,0,0,1,1,16,0
53321,0,1,1,1,0,0,2,3,0,3,2,0,0,0,0,0,14,1
53324,1,1,1,1,1,1,2,3,4,3,2,0,1,0,1,0,14,1
53325,0,0,1,1,1,0,3,3,0,2,1,1,0,0,0,0,14,1
53327,0,0,1,1,0,0,4,2,4,2,0,1,1,0,0,0,15,1
53328,0,0,0,1,0,0,2,0,0,2,1,0,0,0,1,0,16,0
53330,0,0,0,0,0,0,1,3,0,3,2,0,0,0,0,0,17,0
53331,0,0,0,1,0,0,1,3,0,1,3,0,0,0,0,0,15,0
53333,0,0,0,0,0,0,2,1,0,2,3,0,0,0,0,0,15,0
53336,0,0,0,0,0,1,1,3,2,2,3,0,1,0,0,0,16,0
53338,0,0,0,0,0,0,1,3,0,2,4,0,0,0,1,1,15,0
53339,0,0,0,1,0,0,2,3,0,2,3,0,0,0,0,0,15,0
53340,0,0,0,1,0,0,1,3,0,2,2,0,0,0,1,0,15,0
53341,0,0,0,1,0,0,2,3,0,3,3,0,0,0,1,0,15,0
53342,1,0,0,1,0,0,3,2,2,1,0,1,1,0,0,0,15,1
53344,0,0,0,1,0,1,2,3,2,2,2,0,1,0,1,0,17,0
53346,0,0,0,0,1,2,1,3,3,3,2,0,1,0,0,0,16,0
53347,0,0,0,0,0,0,0,3,0,4,1,0,0,0,0,0,16,0
53348,0,0,0,1,0,0,2,2,3,3,2,0,1,0,1,0,17,0
53349,0,0,0,1,0,0,3,2,1,2,0,1,1,0,0,0,16,0
53350,1,0,0,1,0,0,0,3,2,2,2,0,1,0,0,0,16,1
53351,0,0,0,1,0,0,2,2,3,2,3,0,1,0,1,0,16,0
53352,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,16,0
53354,0,0,0,0,0,1,1,3,2,1,0,0,1,0,0,0,17,0
53355,0,0,0,1,0,0,3,3,0,2,0,1,0,0,0,0,16,0
53358,1,0,0,0,0,0,1,3,0,3,4,0,0,0,1,0,17,1
53359,1,1,1,1,0,0,2,3,0,3,1,0,0,0,0,0,16,1
53361,0,0,0,0,0,0,2,1,0,3,3,0,0,0,0,0,16,0
53362,0,0,0,1,1,0,2,2,1,3,1,0,1,0,0,0,17,0
53364,0,0,0,1,0,0,1,2,0,1,1,0,0,0,0,0,16,0
53365,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,0,16,0
53366,1,0,1,1,1,0,4,0,1,1,0,1,1,0,0,0,16,1
53371,1,1,1,1,0,0,3,3,1,1,2,1,1,0,0,0,14,1
53378,1,1,1,1,1,1,4,0,1,1,1,1,1,0,0,0,15,1
53394,0,0,0,0,0,0,3,1,0,3,1,1,0,0,1,0,14,0
53395,0,0,0,0,7,0,0,0,0,3,3,0,0,0,1,0,13,0
53397,0,0,0,0,0,0,4,0,2,1,0,1,1,0,0,0,13,0
53403,1,1,0,0,2,0,4,3,1,1,1,1,1,0,0,0,14,1
53408,0,1,0,0,0,4,0,3,0,4,4,0,0,0,0,0,16,1
53414,0,0,0,0,3,3,2,3,1,3,3,0,1,0,0,0,14,0
53416,1,1,0,0,3,1,1,1,1,0,0,0,1,0,1,1,14,1
53418,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,14,0
53421,0,0,0,0,0,0,1,2,0,3,2,0,0,0,0,0,14,0
53423,1,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,14,1
53424,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,14,0
53425,1,1,0,1,0,0,3,3,0,1,3,1,0,0,1,1,14,1
53426,1,1,0,0,0,0,2,3,0,1,4,0,0,0,1,1,14,1
53428,0,1,1,0,2,0,2,3,0,2,0,0,0,0,0,0,13,1
53433,0,0,0,0,0,2,0,3,0,3,4,0,0,0,0,0,14,0
53436,0,0,0,1,1,0,0,2,0,4,4,0,0,0,1,0,15,0
53437,1,1,0,1,7,0,4,2,1,1,0,1,1,0,0,0,15,1
53438,0,0,0,0,0,0,2,3,1,3,0,0,1,0,0,0,15,0
53439,0,0,0,0,0,0,4,3,1,4,4,1,1,0,0,0,14,0
53442,0,0,0,0,0,0,4,2,3,1,0,1,1,0,0,0,14,0
53447,0,0,0,1,1,1,2,1,0,3,2,0,0,0,0,0,14,0
53450,0,0,0,0,5,1,2,3,0,1,3,0,0,0,1,0,15,0
53453,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,16,0
53454,0,0,0,0,0,0,0,3,0,2,4,0,0,0,1,1,16,0
53456,0,0,0,0,0,0,2,3,0,3,4,0,0,0,1,1,17,0
53462,0,0,0,1,0,2,2,3,4,0,1,0,1,0,0,0,15,0
53467,0,0,0,1,0,0,1,3,0,2,2,0,0,0,0,0,15,0
53468,0,0,1,0,3,1,3,3,0,3,1,1,0,0,0,0,17,1
53469,0,0,0,1,0,0,1,3,2,1,1,0,1,0,0,0,15,0
53473,0,0,0,1,0,0,1,3,0,2,4,0,0,0,1,0,16,0
53474,1,1,1,1,1,1,4,2,0,2,1,1,0,0,0,0,15,1
53475,0,0,0,0,2,0,2,3,0,3,3,0,0,0,1,1,15,0
53476,0,1,0,1,4,3,2,3,1,3,1,0,1,0,1,0,15,1
53479,0,0,1,1,0,0,0,3,0,3,0,0,0,0,0,0,16,1
53480,0,0,0,0,0,0,0,3,1,2,1,0,1,0,0,0,15,0
53485,0,0,0,0,0,2,2,3,1,2,3,0,1,0,1,0,15,0
53490,0,0,0,1,0,1,2,3,0,4,4,0,0,0,0,0,15,0
53491,0,0,0,1,0,0,2,3,0,3,1,0,0,0,0,0,15,0
53492,0,0,0,0,0,0,2,1,0,3,1,0,0,0,0,0,15,0
53493,0,0,0,1,1,1,1,3,1,3,2,0,1,0,0,0,15,0
53494,0,1,1,0,1,0,1,2,0,1,0,0,0,0,0,0,16,1
53496,0,1,0,0,0,0,2,3,0,3,0,0,0,0,0,0,15,1
53497,0,0,0,0,1,1,0,3,1,4,4,0,1,0,0,0,16,0
53499,0,0,0,1,0,0,2,3,0,4,0,0,0,0,0,0,16,0
53501,0,0,0,0,1,6,3,3,1,3,1,1,1,0,0,0,16,0
53502,0,0,0,0,0,0,3,2,0,3,0,1,0,0,0,0,15,0
53505,0,0,0,1,0,0,0,2,0,4,4,0,0,0,1,0,15,0
53508,0,0,0,0,0,1,1,1,4,2,1,0,1,0,1,0,17,0
53511,0,0,0,0,0,0,1,0,0,2,3,0,0,0,1,0,16,0
53512,0,0,0,1,0,0,3,1,0,1,0,1,0,0,1,1,16,0
53513,1,0,1,1,0,0,3,3,2,0,3,1,1,0,0,0,16,1
53514,0,0,0,0,0,7,1,3,0,2,2,0,0,0,1,0,16,0
53518,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,16,0
53519,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,17,0
53521,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,16,0
53522,1,0,0,1,0,0,2,3,4,4,2,0,1,0,1,0,17,1
53523,0,0,0,0,0,0,2,3,0,3,4,0,0,0,0,0,16,0
53524,0,0,0,0,0,3,2,3,2,2,1,0,1,0,0,0,16,0
53525,0,0,0,0,0,0,2,3,0,3,2,0,0,0,1,0,16,0
53528,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,16,0
53533,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,17,1
53536,1,0,0,0,1,0,3,2,0,0,3,1,0,0,0,0,16,1
53537,0,0,0,0,0,2,0,3,0,2,3,0,0,0,0,0,16,0
53538,0,0,0,1,0,0,3,3,1,3,0,1,1,0,0,0,16,0
53539,0,0,0,1,0,0,1,3,0,4,0,0,0,0,0,0,16,0
53540,0,0,0,1,0,0,2,3,0,2,1,0,0,0,0,0,16,0
53543,0,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,17,0
53544,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,1,16,0
53545,0,0,0,1,0,0,1,3,0,3,4,0,0,0,0,0,16,0
53555,0,0,0,0,0,7,2,3,0,2,3,0,0,0,0,0,14,0
53557,0,0,1,0,1,0,1,1,0,2,2,0,0,0,0,0,13,1
53558,0,0,0,0,0,1,2,3,1,2,2,0,1,0,0,0,14,0
53559,0,0,0,0,0,0,1,3,2,3,1,0,1,0,1,1,14,0
53562,0,0,0,0,0,0,0,2,0,3,4,0,0,0,0,0,13,0
53563,1,1,1,1,0,0,4,3,0,2,4,1,0,0,1,0,13,1
53566,1,1,1,1,0,0,0,3,0,4,4,0,0,0,0,0,13,1
53572,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,13,0
53574,0,0,1,1,1,1,2,3,0,1,0,0,0,0,1,0,13,1
53577,0,0,1,0,0,0,2,3,3,3,1,0,1,0,1,0,15,1
53578,0,0,1,1,0,0,2,3,0,1,1,0,0,0,0,0,14,1
53580,0,0,0,0,0,0,0,3,0,3,1,0,0,0,1,1,14,0
53581,0,0,0,0,0,3,1,3,0,1,2,0,0,0,0,0,16,0
53583,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,14,0
53584,1,0,0,0,1,2,1,3,0,1,1,0,0,0,0,0,14,1
53585,1,1,1,0,1,2,1,3,0,2,4,0,0,0,1,0,13,1
53586,1,0,0,0,2,0,2,3,0,2,1,0,0,0,0,0,14,1
53587,0,0,0,0,0,0,2,3,1,3,2,0,1,0,0,0,14,0
53590,1,0,0,0,0,2,2,3,0,1,0,0,0,0,0,0,13,1
53592,0,1,0,0,0,0,1,3,0,2,4,0,0,0,0,0,13,1
53593,0,1,1,1,0,0,2,3,0,2,1,0,0,0,0,0,13,1
53595,0,0,0,1,0,0,2,3,0,1,1,0,0,0,0,0,13,0
53596,0,1,1,0,2,2,1,2,1,2,1,0,1,0,1,1,13,1
53597,1,1,1,1,0,0,0,3,0,2,1,0,0,0,1,0,13,1
53598,0,0,0,0,0,1,0,3,0,3,4,0,0,0,0,0,13,0
53599,0,0,0,0,0,0,0,2,3,3,3,0,1,0,0,0,13,0
53602,0,1,1,0,0,0,0,3,0,2,3,0,0,0,1,1,14,1
53603,0,0,1,1,2,2,3,2,0,1,0,1,0,0,1,0,13,1
53604,1,0,0,0,7,0,3,2,0,0,0,1,0,0,1,1,13,1
53606,0,0,0,0,0,0,0,3,0,1,3,0,0,0,1,0,13,0
53608,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,14,0
53613,0,0,1,1,0,1,2,2,0,3,4,0,0,0,0,0,16,1
53614,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,14,0
53615,1,1,1,1,5,0,2,3,4,3,2,0,1,0,0,0,14,1
53616,0,0,0,1,0,0,1,3,0,3,2,0,0,0,1,0,14,0
53620,0,0,0,0,0,4,2,3,0,0,3,0,0,0,1,1,15,0
53624,0,1,0,0,0,0,0,2,0,3,4,0,0,0,0,0,14,1
53626,0,0,0,1,0,0,2,3,0,1,4,0,0,0,1,0,14,0
53628,1,1,1,1,0,0,1,3,0,4,1,0,0,0,0,0,15,1
53629,0,0,0,0,0,0,3,2,0,3,0,1,0,0,0,0,14,0
53631,1,0,0,0,0,0,0,3,0,2,4,0,0,0,1,1,14,1
53632,1,1,1,1,0,0,1,2,3,3,0,0,1,0,1,0,14,1
53633,0,0,0,1,0,0,1,3,0,2,2,0,0,0,0,0,16,0
53635,0,0,0,1,0,0,1,3,0,3,3,0,0,0,1,0,15,0
53636,0,0,0,1,0,0,1,3,0,1,2,0,0,0,0,0,14,0
53637,0,0,1,0,0,1,0,3,1,0,1,0,1,0,0,0,14,1
53638,0,0,0,0,0,0,1,3,0,3,2,0,0,0,0,0,14,0
53639,1,1,0,1,0,0,2,2,0,1,3,0,0,0,0,0,14,1
53640,1,1,0,1,1,2,3,3,2,1,0,1,1,0,1,1,16,1
53642,0,0,0,0,0,0,1,3,0,3,4,0,0,0,1,1,15,0
53644,0,0,0,0,0,2,0,3,0,3,0,0,0,0,1,1,14,0
53645,1,1,1,0,1,0,0,3,0,1,1,0,0,0,1,1,16,1
53646,1,0,1,0,0,1,4,1,2,0,0,1,1,0,0,0,16,1
53647,0,0,0,0,0,2,0,3,3,1,2,0,1,0,0,0,15,0
53648,0,0,1,0,0,2,3,3,0,2,2,1,0,0,1,1,14,1
53649,0,0,0,0,0,2,0,3,0,4,1,0,0,0,1,0,15,0
53653,0,0,1,1,0,2,0,3,0,3,0,0,0,0,0,0,16,1
53654,0,0,0,0,0,0,1,3,0,3,2,0,0,0,0,0,14,0
53657,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,14,0
53661,1,0,0,0,1,0,3,3,0,1,1,1,0,0,1,1,15,1
53663,0,0,0,1,0,0,2,3,0,4,0,0,0,0,0,0,14,0
53664,0,0,0,0,0,1,0,3,0,4,4,0,0,0,1,1,15,0
53666,0,0,1,1,1,1,4,3,0,1,0,1,0,0,1,0,14,1
53667,1,0,0,1,1,2,4,3,0,1,0,1,0,0,1,1,15,1
53668,0,0,0,0,0,0,0,3,0,3,1,0,0,0,1,0,14,0
53672,0,0,0,1,0,0,2,3,1,2,1,0,1,0,0,0,14,0
53674,0,1,0,0,2,1,2,2,0,3,1,0,0,0,1,0,15,1
53675,0,0,0,0,0,0,2,3,0,3,1,0,0,0,0,0,15,0
53676,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,16,0
53678,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,15,0
53679,1,1,0,1,7,0,3,1,3,2,1,1,1,0,0,0,16,1
53680,0,0,0,1,0,0,3,3,0,3,2,1,0,0,1,0,15,0
53681,0,0,0,0,0,0,2,3,0,3,3,0,0,0,0,0,16,0
53682,0,0,0,0,0,0,1,2,0,1,1,0,0,0,1,1,16,0
53683,0,0,1,0,0,0,1,3,0,3,4,0,0,0,0,0,15,1
53687,0,0,0,0,0,0,1,2,0,4,0,0,0,0,1,0,17,0
53688,0,1,1,0,0,0,0,3,0,4,1,0,0,0,0,0,15,1
53689,0,0,0,0,0,0,1,3,0,3,4,0,0,0,0,0,17,0
53691,0,0,1,0,0,0,0,3,0,1,0,0,0,0,1,0,15,1
53692,1,1,1,0,0,0,2,3,0,1,0,0,0,0,0,0,16,1
53693,0,0,0,0,0,1,0,3,0,4,4,0,0,0,1,0,13,0
53696,0,0,0,0,0,0,2,3,1,3,2,0,1,0,0,0,16,0
53697,1,0,0,1,0,0,2,3,1,2,4,0,1,0,0,0,15,1
53698,0,0,0,1,0,0,1,3,1,3,4,0,1,0,0,0,16,0
53701,1,0,1,0,0,0,1,3,0,1,1,0,0,0,1,0,15,1
53704,0,1,0,0,0,0,0,3,1,4,3,0,1,0,1,0,15,1
53705,0,0,1,0,0,1,0,1,0,3,2,0,0,0,1,1,15,1
53706,0,0,0,1,1,0,1,3,0,2,1,0,0,0,1,0,15,0
53707,0,0,1,0,0,0,0,3,1,1,2,0,1,0,0,0,17,1
53708,0,0,1,1,0,0,1,2,2,1,3,0,1,0,0,0,15,1
53711,0,0,0,0,0,1,0,3,0,2,4,0,0,0,0,0,16,0
53713,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,16,0
53714,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,16,0
53715,0,1,0,0,0,2,0,3,0,4,4,0,0,0,0,0,16,1
53716,0,0,0,0,1,1,1,3,2,2,1,0,1,0,1,0,16,0
53719,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,17,0
53720,0,0,1,0,0,1,2,2,1,1,1,0,1,0,0,0,16,1
53721,0,0,0,1,0,0,2,3,0,2,1,0,0,0,0,0,16,0
53722,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,16,0
53723,0,0,0,0,0,3,0,3,2,4,0,0,1,0,0,0,16,0
53724,0,0,0,1,0,0,0,3,0,1,4,0,0,0,1,0,16,0
53725,0,0,0,0,0,0,0,3,1,2,0,0,1,0,0,0,16,0
53726,0,0,0,0,0,0,0,2,2,2,1,0,1,0,0,0,16,0
53728,0,0,0,0,7,0,2,3,0,2,3,0,0,0,0,0,16,0
53729,0,0,0,0,0,0,3,0,1,4,3,1,1,0,1,1,16,0
53730,0,0,0,0,0,1,1,3,1,2,3,0,1,0,1,0,16,0
53742,1,1,0,0,3,7,2,1,2,2,1,0,1,0,1,0,14,1
53743,0,0,0,1,0,0,0,3,0,3,4,0,0,0,0,0,13,0
53747,0,0,0,1,0,0,1,2,0,1,2,0,0,0,1,0,13,0
53753,1,1,0,1,1,0,1,3,2,2,3,0,1,0,0,0,14,1
53754,0,0,0,1,0,0,0,3,0,1,4,0,0,0,0,0,14,0
53755,1,1,1,1,3,0,2,3,0,2,0,0,0,0,0,0,13,1
53758,1,0,0,1,0,1,1,3,3,2,2,0,1,0,0,0,14,1
53765,0,0,0,1,0,1,1,3,1,1,3,0,1,0,0,0,14,0
53766,0,1,1,0,7,7,2,2,1,3,1,0,1,0,0,0,15,1
53769,0,0,0,1,0,0,0,3,0,1,4,0,0,0,1,0,14,0
53770,0,0,0,1,0,0,0,3,1,1,1,0,1,0,1,0,14,0
53773,1,0,0,1,0,0,4,0,0,0,1,1,0,0,1,0,14,1
53774,0,0,0,0,0,7,1,0,0,1,0,0,0,0,1,0,15,0
53775,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,14,0
53778,0,1,1,0,0,1,1,3,4,2,2,0,1,0,0,0,15,1
53779,0,0,0,1,2,1,1,3,2,3,2,0,1,0,0,0,16,0
53780,0,0,0,0,0,0,1,3,0,3,3,0,0,0,1,1,15,0
53782,0,0,1,1,0,0,1,3,1,0,0,0,1,0,1,0,14,1
53786,0,0,0,1,0,0,0,3,0,4,4,0,0,0,0,0,14,0
53791,0,0,0,0,1,1,1,2,1,3,2,0,1,0,1,0,14,0
53793,0,0,1,1,0,0,2,3,0,4,3,0,0,0,0,0,15,1
53795,0,1,1,1,0,0,3,2,1,4,4,1,1,0,0,0,17,1
53797,1,0,0,1,1,0,3,3,1,2,1,1,1,0,1,1,16,1
53798,1,0,0,1,0,0,3,3,0,3,0,1,0,0,0,0,15,1
53799,0,0,0,0,0,7,3,3,0,4,4,1,0,0,0,0,15,0
53800,0,0,0,0,0,0,2,3,3,3,3,0,1,0,0,0,16,0
53802,0,0,0,1,0,0,2,2,1,2,2,0,1,0,0,0,15,0
53803,1,1,1,0,0,2,1,1,0,2,0,0,0,0,1,0,16,1
53811,1,1,1,1,2,1,2,3,0,0,1,0,0,0,0,0,15,1
53812,0,0,0,1,0,0,2,3,0,3,3,0,0,0,0,0,16,0
53813,0,0,1,1,0,0,1,3,0,4,1,0,0,0,1,0,16,1
53814,0,1,0,0,0,0,0,3,0,4,4,0,0,0,0,0,16,1
53816,1,0,0,1,0,1,4,3,0,2,1,1,0,0,0,0,16,1
53817,1,0,0,0,0,0,0,3,0,3,4,0,0,0,1,0,17,1
53818,1,0,1,0,1,0,2,3,0,4,3,0,0,0,1,0,16,1
53819,0,1,0,1,2,0,3,2,2,2,1,1,1,0,0,0,16,1
53820,0,0,0,0,0,0,1,2,0,3,2,0,0,0,1,0,16,0
53821,1,0,1,1,0,0,3,3,0,2,0,1,0,0,1,0,16,1
53822,1,0,1,1,0,0,2,3,2,0,1,0,1,0,1,0,16,1
53824,0,0,0,0,2,6,0,3,2,4,3,0,1,0,1,0,17,0
53825,0,0,1,0,0,0,3,3,0,3,4,1,0,0,1,1,18,1
53826,1,1,0,0,0,2,1,3,1,3,4,0,1,0,0,0,17,1
53827,0,0,0,0,0,0,1,3,0,2,1,0,0,0,1,1,17,0
53828,0,0,0,1,0,0,2,3,0,3,4,0,0,0,0,0,16,0
53829,1,1,1,1,1,0,3,3,0,2,1,1,0,0,1,0,17,1
53830,0,1,1,0,1,0,1,3,3,2,3,0,1,0,0,0,16,1
53831,0,0,0,1,0,0,3,3,0,4,4,1,0,0,0,0,16,0
53832,1,1,1,0,7,7,1,0,1,0,0,0,1,0,0,0,17,1
53833,0,0,0,0,0,0,0,3,1,2,2,0,1,0,0,0,16,0
53834,0,0,0,1,0,1,3,3,0,2,0,1,0,0,0,0,16,0
53835,0,1,0,1,2,0,2,3,0,3,1,0,0,0,0,0,16,1
53836,0,0,0,0,0,1,2,3,0,3,3,0,0,0,0,0,16,0
53837,0,0,1,1,0,0,2,3,2,3,0,0,1,0,0,0,16,1
53839,0,0,1,1,0,2,2,1,0,2,1,0,0,0,0,0,16,1
53841,0,0,0,1,0,0,1,2,0,2,2,0,0,0,0,0,16,0
53843,1,1,1,1,7,0,3,2,0,0,3,1,0,0,1,0,13,1
53846,0,0,0,1,0,0,0,3,0,3,2,0,0,0,1,0,13,0
53847,0,1,0,1,0,0,1,3,4,4,0,0,1,0,0,0,13,1
53850,0,0,0,1,0,0,0,3,0,2,4,0,0,0,1,0,13,0
53852,0,0,0,0,0,1,2,2,0,2,0,0,0,0,1,1,13,0
53853,0,1,0,1,1,1,3,3,1,2,3,1,1,0,1,0,14,1
53855,1,0,0,1,0,0,1,2,0,4,4,0,0,0,1,0,13,1
53856,0,0,1,1,0,0,1,2,0,0,3,0,0,0,1,0,13,1
53858,0,0,1,0,6,5,2,3,2,2,1,0,1,0,0,0,14,1
53860,0,1,0,0,4,2,0,3,0,4,3,0,0,0,1,0,13,1
53864,0,0,1,1,0,2,2,3,2,1,0,0,1,0,1,0,15,1
53869,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,16,0
53873,0,0,0,1,0,0,2,3,1,1,2,0,1,0,1,0,15,0
53874,0,0,0,1,0,0,0,3,0,1,3,0,0,0,0,0,14,0
53876,1,0,0,0,0,0,0,3,0,2,4,0,0,0,1,1,15,1
53878,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,14,0
53879,1,0,0,0,0,0,2,3,0,1,3,0,0,0,1,0,14,1
53881,0,1,0,1,0,0,2,3,4,3,2,0,1,0,0,0,15,1
53882,0,0,0,0,0,2,0,3,3,4,0,0,1,0,0,0,16,0
53883,0,0,0,1,0,0,2,2,0,2,0,0,0,0,0,0,15,0
53884,0,0,0,0,0,1,2,3,0,3,4,0,0,0,1,0,16,0
53886,0,1,1,1,0,0,2,3,0,4,0,0,0,0,1,0,15,1
53887,0,1,0,1,0,0,2,3,4,2,1,0,1,0,0,0,16,1
53890,0,0,0,0,7,7,4,0,1,1,4,1,1,0,1,1,16,0
53892,1,0,1,1,4,7,1,3,1,2,0,0,1,0,0,0,16,1
53893,1,1,1,1,0,0,1,3,3,1,2,0,1,0,1,0,16,1
53894,0,0,0,1,1,1,1,3,0,2,1,0,0,0,0,0,15,0
53895,0,0,0,1,0,0,2,3,0,0,1,0,0,0,0,0,15,0
53897,0,0,0,1,0,0,2,1,0,3,3,0,0,0,0,0,16,0
53903,0,0,1,1,0,0,2,3,0,4,4,0,0,0,0,0,13,1
53905,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,13,0
53906,0,0,0,0,0,0,1,3,0,3,1,0,0,0,0,0,13,0
53907,1,0,0,1,0,0,1,3,0,2,3,0,0,1,0,0,14,1
53908,0,0,0,1,0,0,2,3,0,4,4,0,0,0,0,0,14,0
53909,0,0,1,0,0,1,1,3,2,3,3,0,1,0,0,0,13,1
53910,1,0,1,0,0,0,1,3,0,3,2,0,0,0,1,1,13,1
53912,0,0,0,0,0,0,1,3,0,3,3,0,0,0,1,0,13,0
53913,0,0,0,0,0,0,2,3,0,2,3,0,0,0,1,0,14,0
53914,1,1,1,1,2,0,2,2,0,2,1,0,0,0,0,0,13,1
53915,1,0,0,1,0,0,2,3,0,4,3,0,0,0,1,0,13,1
53917,0,0,0,0,1,0,1,3,1,2,4,0,1,0,1,0,13,0
53920,0,0,0,1,0,0,2,1,0,2,4,0,0,0,0,0,13,0
