,Bullied_on_school_property_in_past_12_months,Bullied_not_on_school_property_in_past_12_months,Cyber_bullied_in_past_12_months,Sex,Physically_attacked,Physical_fighting,Felt_lonely,Close_friends,Miss_school_no_permission,Other_students_kind_and_helpful,Parents_understand_problems,Most_of_the_time_or_always_felt_lonely,Missed_classes_or_school_without_permission,Were_underweight,Were_overweight,Were_obese,Age,bullied
53923,0,0,0,1,0,1,2,3,0,2,1,0,0,0,0,0,13,0
53925,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,13,0
53926,0,0,0,1,0,0,1,1,0,3,3,0,0,0,0,0,14,0
53927,0,0,0,0,0,0,0,3,0,4,4,0,0,0,1,0,14,0
53928,0,0,0,0,0,0,0,3,0,2,4,0,0,0,0,0,13,0
53934,0,0,0,1,0,0,1,3,0,2,0,0,0,0,1,0,13,0
53935,0,0,0,1,0,0,2,3,0,1,0,0,0,0,0,0,13,0
53936,0,0,1,0,0,2,1,2,0,3,2,0,0,0,0,0,13,1
53937,0,0,0,1,0,0,0,3,0,3,4,0,0,0,0,0,13,0
53938,0,1,0,1,3,1,3,3,0,1,1,1,0,0,0,0,14,1
53939,0,1,0,0,1,1,0,3,0,2,1,0,0,0,1,1,13,1
53940,1,0,1,1,0,0,0,1,0,3,2,0,0,0,1,1,14,1
53942,0,0,1,1,0,0,3,3,0,4,0,1,0,0,0,0,14,1
53943,1,0,1,1,0,0,2,3,0,2,2,0,0,0,0,0,13,1
53949,1,0,1,0,0,0,3,3,0,2,1,1,0,0,0,0,14,1
53950,0,0,1,1,0,0,3,3,0,0,0,1,0,0,0,0,14,1
53951,1,0,0,1,0,0,1,3,0,2,3,0,0,0,1,0,14,1
53952,0,0,0,0,0,7,0,3,0,4,4,0,0,0,0,0,14,0
53953,0,0,0,1,0,0,0,3,1,1,1,0,1,0,0,0,14,0
53954,0,0,0,1,0,0,1,3,0,4,3,0,0,0,0,0,14,0
53957,1,0,0,1,0,0,2,3,0,1,2,0,0,0,0,0,15,1
53958,1,0,0,1,0,0,3,3,0,2,1,1,0,0,0,0,15,1
53960,0,0,0,1,0,0,1,3,0,2,3,0,0,0,0,0,14,0
53962,0,0,0,1,0,0,1,3,0,2,2,0,0,0,0,0,14,0
53963,0,0,0,1,0,0,2,3,0,1,3,0,0,0,1,0,14,0
53964,1,1,0,1,0,0,3,3,0,1,0,1,0,0,1,0,14,1
53965,1,0,0,1,0,0,1,3,0,1,1,0,0,0,1,0,14,1
53966,1,0,0,1,0,0,2,3,0,2,0,0,0,0,0,0,14,1
53967,0,0,0,1,0,0,2,3,0,3,3,0,0,0,0,0,14,0
53968,0,0,0,1,0,0,1,3,0,3,3,0,0,0,0,0,14,0
53969,1,1,1,1,0,0,1,2,0,2,3,0,0,0,0,0,15,1
53970,0,0,0,1,0,0,0,3,0,4,4,0,0,0,1,0,15,0
53971,0,0,1,1,0,0,0,3,0,2,3,0,0,0,1,0,15,1
53972,0,0,0,1,0,0,1,3,0,2,1,0,0,0,0,0,15,0
53973,0,1,1,0,0,3,2,3,2,3,0,0,1,0,0,0,15,1
53974,0,0,0,1,0,0,3,2,0,3,0,1,0,0,1,0,15,0
53975,0,0,0,1,0,0,2,1,0,2,3,0,0,0,0,0,15,0
53976,0,0,0,1,0,0,3,0,1,3,0,1,1,0,0,0,15,0
53977,1,0,0,0,2,0,3,3,0,2,0,1,0,0,0,0,15,1
53978,0,0,0,0,0,0,1,3,0,3,3,0,0,0,0,0,15,0
53979,1,1,1,1,0,3,4,2,4,1,2,1,1,0,1,1,16,1
53984,0,1,0,1,3,0,3,2,0,1,3,1,0,0,0,0,17,1
53987,0,0,0,1,0,0,2,3,2,3,3,0,1,0,0,0,16,0
53988,0,0,0,1,0,0,2,3,0,3,1,0,0,0,0,0,16,0
53989,0,0,0,0,0,2,2,3,1,2,1,0,1,0,0,0,17,0
53990,1,0,0,1,0,0,1,3,0,2,4,0,0,0,1,1,16,1
53991,0,0,0,1,0,0,1,3,0,3,3,0,0,0,1,0,17,0
53993,0,0,0,1,0,0,1,3,0,3,1,0,0,0,1,0,16,0
53994,1,0,1,0,0,0,2,2,0,2,4,0,0,0,0,0,16,1
53995,0,0,0,1,0,0,0,3,0,4,3,0,0,0,0,0,16,0
53996,0,0,0,0,2,6,0,3,2,3,2,0,1,0,0,0,16,0
53997,0,0,0,1,0,0,1,3,2,2,1,0,1,0,0,0,16,0
53998,0,0,1,0,0,0,1,3,0,2,3,0,0,0,0,0,16,1
54000,1,1,0,1,0,0,3,2,0,1,1,1,0,0,0,0,16,1
54001,1,1,1,1,2,0,4,3,2,3,2,1,1,0,0,0,16,1
54003,0,1,1,1,0,0,2,3,1,3,2,0,1,0,0,0,16,1
54004,0,1,0,1,0,0,2,3,0,2,0,0,0,0,1,0,16,1
54005,0,0,0,0,0,0,1,1,0,3,3,0,0,0,0,0,17,0
54006,1,1,1,1,1,0,3,1,0,2,1,1,0,0,1,0,16,1
54007,0,0,0,1,0,0,1,3,0,3,2,0,0,0,0,0,17,0
54008,0,0,0,1,0,0,1,3,0,1,2,0,0,0,0,0,17,0
54009,0,0,0,1,0,0,2,3,0,3,1,0,0,0,1,0,17,0
54010,0,1,1,1,0,0,3,2,1,3,2,1,1,0,0,0,16,1
54014,0,0,0,0,0,5,2,3,0,3,3,0,0,0,0,0,17,0
54015,0,0,0,1,0,0,1,3,0,3,3,0,0,0,0,0,16,0
54016,0,0,0,0,0,0,1,3,0,3,3,0,0,0,1,0,16,0
54017,0,0,1,1,1,0,0,3,1,4,1,0,1,0,0,0,17,1
54018,1,1,1,0,0,1,2,3,2,3,3,0,1,0,0,0,16,1
54019,0,0,0,1,0,0,1,3,0,2,4,0,0,0,0,0,16,0
54020,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,17,0
54021,0,0,1,0,0,0,2,1,0,3,1,0,0,0,0,0,17,1
54022,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,16,0
54024,0,0,0,1,0,0,2,3,0,4,3,0,0,0,1,0,16,0
54025,0,0,0,1,0,0,3,3,4,3,1,1,1,1,0,0,16,0
54026,1,1,1,1,1,1,4,3,0,4,2,1,0,0,0,0,14,1
54027,1,0,1,1,4,2,3,3,0,0,0,1,0,0,0,0,14,1
54028,1,0,1,1,0,1,1,3,0,1,1,0,0,0,1,0,13,1
54030,0,0,1,1,0,2,2,2,2,1,1,0,1,0,1,0,15,1
54033,1,1,0,1,5,0,3,1,0,2,0,1,0,0,1,0,13,1
54034,0,0,1,1,0,0,2,3,0,1,0,0,0,0,0,0,15,1
54035,0,1,0,0,0,0,3,2,0,3,4,1,0,0,1,0,17,1
54039,0,0,0,1,0,0,2,2,0,3,4,0,0,0,1,0,14,0
54044,0,0,0,0,0,0,1,3,2,2,3,0,1,0,0,0,15,0
54045,0,0,0,0,0,0,0,3,0,1,4,0,0,0,1,0,14,0
54046,0,0,0,0,2,1,0,3,0,2,0,0,0,0,0,0,14,0
54047,1,1,1,0,0,0,0,3,0,2,0,0,0,0,0,0,13,1
54049,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0
54051,0,0,0,1,0,0,4,3,0,4,0,1,0,0,1,0,14,0
54055,0,0,0,0,1,0,0,3,0,1,4,0,0,0,1,0,16,0
54056,0,1,1,0,0,0,1,3,2,2,2,0,1,0,1,0,16,1
54057,0,1,1,1,3,3,4,3,4,0,0,1,1,0,0,0,15,1
54058,0,0,0,0,0,0,0,3,1,3,0,0,1,0,0,0,16,0
54059,0,0,0,0,0,0,0,3,2,1,4,0,1,0,1,1,16,0
54068,0,0,0,0,0,1,2,3,1,0,4,0,1,0,1,1,15,0
54071,0,0,0,1,0,0,1,3,0,3,2,0,0,0,0,0,16,0
54072,0,0,0,1,0,0,3,3,0,1,1,1,0,0,0,0,14,0
54073,1,0,0,1,0,0,3,2,1,0,0,1,1,0,1,1,14,1
54077,0,0,0,0,0,7,3,1,0,1,2,1,0,0,0,0,14,0
54078,0,0,0,0,0,0,1,3,4,3,1,0,1,1,0,0,14,0
54080,0,0,0,0,0,0,0,3,3,3,1,0,1,0,1,1,15,0
54081,0,0,1,1,3,0,2,3,1,1,0,0,1,0,0,0,16,1
54082,0,0,0,1,0,0,2,3,0,1,3,0,0,0,0,0,14,0
54083,1,1,0,1,0,0,2,3,1,3,2,0,1,0,0,0,16,1
54084,0,0,0,0,0,2,1,3,1,3,1,0,1,0,0,0,17,0
54085,0,0,0,1,0,0,1,2,1,4,3,0,1,0,0,0,16,0
54086,0,1,0,0,3,7,4,0,0,2,4,1,0,0,1,0,16,1
54087,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,15,1
54088,0,0,1,0,3,2,4,3,1,1,0,1,1,0,0,0,17,1
54089,0,0,0,1,0,1,1,3,2,4,3,0,1,0,0,0,15,0
54090,0,0,1,1,0,2,2,3,0,1,1,0,0,0,0,0,14,1
54091,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,16,0
54092,0,0,0,0,0,0,4,3,0,0,2,1,0,0,0,0,15,0
54093,1,0,0,1,0,0,2,3,4,1,3,0,1,0,0,0,16,1
54094,0,1,0,0,0,0,1,3,0,3,2,0,0,1,0,0,15,1
54097,0,0,0,0,0,1,2,3,2,2,0,0,1,0,1,0,16,0
54098,0,0,0,0,0,2,2,3,2,3,3,0,1,0,0,0,17,0
54099,1,1,1,1,0,0,3,1,4,4,0,1,1,0,0,0,16,1
54101,0,0,0,0,0,0,1,1,0,3,4,0,0,0,1,0,16,0
54102,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,16,0
54103,0,1,0,0,0,7,4,3,2,2,1,1,1,0,0,0,16,1
54105,0,0,0,0,0,0,2,3,1,4,3,0,1,0,0,0,15,0
54106,1,1,1,1,0,0,3,0,0,1,3,1,0,0,0,0,15,1
54107,1,1,1,1,0,0,2,2,0,4,0,0,0,0,0,0,16,1
54108,1,1,0,1,0,0,3,1,0,1,0,1,0,0,0,0,16,1
54109,0,0,0,0,0,0,0,3,1,4,4,0,1,0,1,1,17,0
54111,0,0,0,1,0,0,3,3,0,3,0,1,0,0,0,0,15,0
54113,0,0,0,1,0,0,2,3,0,1,3,0,0,0,0,0,16,0
54118,0,0,0,1,0,0,2,3,4,0,0,0,1,0,0,0,17,0
54119,0,0,1,1,0,0,2,3,0,4,0,0,0,0,1,0,16,1
54122,0,0,0,1,0,1,3,2,1,2,2,1,1,0,0,0,17,0
54123,0,0,0,1,0,0,3,1,1,1,1,1,1,0,0,0,17,0
54125,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,16,0
54126,0,0,0,1,0,1,4,3,0,4,4,1,0,0,0,0,17,0
54128,0,0,0,1,2,1,4,2,1,1,2,1,1,0,0,0,17,0
54129,0,1,1,0,1,1,0,2,0,3,3,0,0,0,0,0,16,1
54131,0,0,0,1,0,0,2,2,0,4,1,0,0,0,1,0,16,0
54132,0,0,0,0,0,0,2,3,1,3,3,0,1,0,1,0,17,0
54133,0,0,0,1,0,2,2,3,0,3,1,0,0,0,0,0,16,0
54135,1,1,1,1,0,1,2,3,1,2,1,0,1,0,1,1,16,1
54137,1,1,1,1,0,0,1,3,0,3,4,0,0,0,1,1,13,1
54138,0,0,0,1,1,0,1,3,1,3,3,0,1,0,0,0,13,0
54140,0,0,0,0,0,0,1,3,1,4,4,0,1,0,1,0,14,0
54141,0,1,1,0,0,0,0,3,0,2,2,0,0,1,0,0,13,1
54142,1,0,0,0,1,0,1,3,0,3,3,0,0,0,1,0,13,1
54143,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,14,0
54145,0,0,0,0,0,0,3,2,4,0,4,1,1,1,0,0,15,0
54147,0,0,0,0,0,7,2,2,0,1,0,0,0,0,1,0,14,0
54148,0,0,0,0,0,0,0,3,0,2,3,0,0,0,0,0,14,0
54149,1,0,0,1,0,0,2,2,0,2,3,0,0,0,1,0,13,1
54150,0,0,0,1,0,0,2,1,0,2,1,0,0,0,1,1,13,0
54152,0,0,0,0,0,0,3,1,1,2,0,1,1,0,1,0,14,0
54153,0,0,0,1,1,1,2,3,1,3,3,0,1,0,0,0,13,0
54155,0,0,1,1,0,3,1,3,1,3,2,0,1,0,1,0,13,1
54158,0,0,0,1,0,0,0,3,0,3,4,0,0,0,0,0,13,0
54161,0,0,0,0,0,0,0,3,2,4,4,0,1,0,0,0,15,0
54164,0,0,0,1,0,0,2,2,0,2,0,0,0,0,0,0,14,0
54165,1,0,0,1,1,0,4,3,0,2,0,1,0,0,0,0,14,1
54166,0,0,0,1,0,0,1,0,0,3,2,0,0,0,1,0,14,0
54168,0,0,0,1,0,0,0,3,0,3,4,0,0,0,0,0,14,0
54169,1,1,1,1,0,0,1,2,0,2,0,0,0,1,0,0,14,1
54172,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,15,0
54173,0,0,0,0,1,0,1,2,0,3,3,0,0,0,0,0,14,0
54175,0,1,1,1,0,0,2,3,0,4,4,0,0,0,0,0,14,1
54176,0,0,0,0,0,0,1,0,1,3,0,0,1,0,0,0,14,0
54178,0,0,0,1,0,0,2,2,0,4,0,0,0,0,0,0,14,0
54180,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0,14,0
54181,0,1,0,1,0,0,1,3,0,1,1,0,0,0,1,0,14,1
54183,0,0,0,0,0,1,0,3,2,2,0,0,1,0,0,0,17,0
54184,0,0,1,0,0,0,1,3,0,3,3,0,0,0,1,0,16,1
54188,0,1,1,0,2,0,1,3,0,4,4,0,0,0,1,0,15,1
54190,0,0,0,1,0,0,3,2,0,1,2,1,0,0,0,0,14,0
54191,1,0,1,1,0,0,3,3,0,2,0,1,0,0,1,0,14,1
54193,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,0,14,0
54197,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,15,0
54198,1,0,0,0,0,1,1,2,0,2,4,0,0,0,1,1,16,1
54200,0,0,0,1,0,0,1,3,3,3,1,0,1,0,1,1,17,0
54201,0,0,0,1,0,0,4,2,4,2,0,1,1,1,0,0,15,0
54204,0,0,0,0,0,0,2,2,1,1,1,0,1,0,1,1,15,0
54206,0,1,1,1,1,1,3,2,4,2,0,1,1,0,0,0,16,1
54208,1,0,0,1,1,2,2,3,2,3,3,0,1,0,1,1,17,1
54209,0,0,0,1,0,2,2,0,1,1,3,0,1,0,1,1,15,0
54211,1,1,0,0,0,0,0,3,1,0,3,0,1,0,1,0,15,1
54212,0,0,0,0,0,0,3,2,0,3,1,1,0,0,0,0,15,0
54213,1,0,1,0,0,0,2,3,3,3,1,0,1,0,0,0,15,1
54214,0,0,1,0,0,0,1,3,0,3,2,0,0,0,0,0,16,1
54215,1,0,0,1,0,0,3,0,0,2,1,1,0,0,0,0,17,1
54216,1,1,1,1,0,0,4,3,0,4,0,1,0,0,0,0,16,1
54217,0,0,0,0,0,0,1,3,0,2,4,0,0,0,0,0,15,0
54218,1,0,0,1,0,0,1,3,0,4,0,0,0,0,0,0,16,1
54219,1,1,1,1,0,0,2,2,0,3,2,0,0,0,0,0,15,1
54220,0,0,0,0,0,0,0,2,0,4,4,0,0,0,1,1,15,0
54221,0,0,0,0,0,3,4,1,1,3,2,1,1,0,1,0,15,0
54222,1,1,1,1,0,0,1,0,0,2,3,0,0,0,0,0,17,1
54224,0,0,0,0,0,0,0,1,2,3,4,0,1,0,0,0,16,0
54226,0,0,0,0,0,0,0,3,3,3,1,0,1,0,1,0,15,0
54227,1,1,1,1,0,0,3,1,1,3,0,1,1,0,0,0,17,1
54228,0,0,0,0,1,0,1,2,0,1,1,0,0,0,1,0,16,0
54230,1,1,1,0,0,0,2,3,0,2,4,0,0,0,1,0,17,1
54231,0,0,0,0,2,2,2,3,0,0,4,0,0,0,1,0,18,0
54232,0,0,0,0,0,0,0,3,0,0,4,0,0,0,1,1,17,0
54233,0,0,0,0,1,2,0,0,0,4,3,0,0,0,0,0,16,0
54234,0,0,1,1,0,3,1,3,3,3,4,0,1,0,1,1,16,1
54238,0,0,0,0,1,0,2,3,3,2,2,0,1,0,1,1,18,0
54240,1,1,1,0,0,1,1,3,0,3,0,0,0,0,0,0,17,1
54242,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,16,0
54243,0,0,0,0,0,0,1,3,2,3,1,0,1,0,0,0,16,0
54244,0,0,0,0,1,2,0,0,3,0,1,0,1,0,1,0,16,0
54245,0,0,0,1,0,0,1,3,1,3,2,0,1,0,0,0,16,0
54246,1,1,1,0,0,0,1,3,2,2,2,0,1,0,0,0,17,1
54247,0,0,0,1,0,0,2,2,0,3,3,0,0,0,0,0,16,0
54248,0,0,0,0,0,0,1,3,2,3,2,0,1,0,0,0,17,0
54249,0,1,0,0,1,1,3,3,2,3,3,1,1,0,0,0,17,1
54250,0,0,0,1,1,1,2,3,1,3,1,0,1,0,0,0,17,0
54251,0,0,0,1,0,0,1,3,0,3,3,0,0,0,0,0,16,0
54253,1,0,0,1,0,0,3,3,0,3,1,1,0,0,0,0,16,1
54254,1,1,1,1,5,0,4,3,1,3,0,1,1,0,0,0,16,1
54255,0,0,0,1,0,0,1,3,0,4,1,0,0,0,1,0,16,0
54256,0,0,0,1,0,0,2,3,2,2,3,0,1,0,0,0,16,0
54257,0,1,0,0,0,0,0,2,0,3,3,0,0,0,1,0,16,1
54258,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,17,0
54259,0,0,0,0,1,1,2,2,0,4,0,0,0,0,1,0,16,0
54260,0,1,1,0,1,2,1,3,0,3,2,0,0,0,0,0,16,1
54262,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,0,14,0
54264,0,0,1,1,0,0,0,3,1,2,2,0,1,0,0,0,13,1
54265,0,1,0,0,1,0,1,3,1,3,1,0,1,0,1,0,13,1
54266,0,0,0,0,0,1,1,3,0,1,2,0,0,0,0,0,14,0
54268,0,0,1,1,0,0,1,3,0,3,4,0,0,0,0,0,13,1
54269,0,0,1,0,0,0,0,3,1,4,4,0,1,0,0,0,14,1
54270,0,1,0,0,1,4,3,2,2,1,0,1,1,0,0,0,13,1
54273,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,14,0
54274,0,0,0,0,0,0,1,3,0,1,3,0,0,0,1,1,13,0
54275,1,1,1,1,7,1,4,3,3,0,1,1,1,0,1,1,14,1
54276,0,0,0,1,0,0,2,3,1,3,0,0,1,0,0,0,13,0
54277,1,1,0,0,1,1,1,3,2,2,3,0,1,0,0,0,13,1
54278,0,0,0,0,0,2,0,2,0,3,3,0,0,0,0,0,13,0
54280,0,1,1,0,2,2,2,3,0,2,0,0,0,0,0,0,13,1
54282,0,1,1,1,0,0,1,3,0,3,0,0,0,0,0,0,13,1
54283,0,1,1,0,0,0,0,3,1,3,3,0,1,0,1,0,13,1
54285,1,1,1,0,0,0,3,3,0,1,1,1,0,0,1,0,14,1
54290,1,1,1,1,1,0,4,2,1,1,0,1,1,0,0,0,14,1
54291,0,0,1,1,0,0,2,3,0,2,3,0,0,0,0,0,14,1
54292,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,14,0
54293,0,0,0,0,0,0,2,3,0,4,1,0,0,0,0,0,13,0
54294,1,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,14,1
54299,1,0,0,1,0,0,1,3,0,3,4,0,0,0,1,1,14,1
54300,0,0,0,0,0,0,0,3,0,2,4,0,0,0,0,0,14,0
54301,0,0,0,0,0,0,3,3,0,2,0,1,0,0,0,0,14,0
54302,0,0,0,1,0,0,2,0,0,2,2,0,0,0,0,0,14,0
54304,0,0,0,0,0,0,1,3,0,2,1,0,0,0,0,0,14,0
54305,0,1,0,1,0,0,3,3,0,2,1,1,0,0,1,0,14,1
54306,1,0,0,1,0,0,2,3,0,2,1,0,0,0,0,0,14,1
54307,1,1,0,1,0,0,1,3,0,2,0,0,0,0,0,0,14,1
54309,0,0,1,0,0,1,1,2,0,2,2,0,0,0,0,0,14,1
54310,0,0,0,0,1,0,1,3,0,2,1,0,0,0,0,0,14,0
54311,0,0,0,0,0,1,0,3,0,2,3,0,0,0,0,0,14,0
54312,1,0,1,1,0,0,2,3,0,1,1,0,0,0,0,0,14,1
54313,0,0,0,1,0,0,2,3,0,3,2,0,0,0,0,0,14,0
54314,0,0,0,1,0,0,0,3,0,0,4,0,0,0,0,0,15,0
54315,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,14,0
54317,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,0,14,0
54318,0,0,0,0,0,0,1,3,0,1,4,0,0,0,1,0,14,0
54319,0,0,0,0,0,3,2,3,0,3,4,0,0,0,0,0,14,0
54320,1,0,0,1,0,0,3,3,0,2,0,1,0,0,0,0,15,1
54321,0,0,0,1,0,1,2,3,0,3,2,0,0,0,1,0,14,0
54322,0,0,0,1,0,0,2,1,0,2,0,0,0,0,0,0,14,0
54323,1,1,1,1,2,0,2,2,1,2,3,0,1,0,0,0,16,1
54325,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,14,0
54326,0,0,0,0,0,0,0,3,0,4,4,0,0,0,1,0,15,0
54327,0,0,0,0,0,7,0,3,0,4,2,0,0,0,0,0,16,0
54328,0,0,0,1,3,0,0,1,2,1,0,0,1,0,1,1,16,0
54329,0,0,0,1,0,0,1,3,0,3,4,0,0,0,0,0,15,0
54331,1,0,0,1,0,0,2,3,0,3,4,0,0,0,0,0,15,1
54332,0,0,0,0,0,0,4,3,0,2,0,1,0,0,1,1,15,0
54334,0,0,0,1,0,0,0,3,0,2,2,0,0,0,0,0,15,0
54335,0,0,0,1,0,0,2,3,0,2,3,0,0,0,1,1,15,0
54337,0,0,0,1,0,0,3,3,0,3,3,1,0,0,0,0,15,0
54338,0,0,0,0,0,0,1,3,0,2,3,0,0,0,0,0,15,0
54340,1,1,0,1,2,0,1,2,0,2,0,0,0,0,0,0,15,1
54342,0,0,0,1,0,0,1,3,0,2,3,0,0,0,0,0,15,0
54343,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,0,16,0
54344,0,1,0,1,0,0,1,3,0,3,2,0,0,0,1,1,16,1
54347,1,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,15,1
54349,0,0,0,1,1,0,3,3,1,3,1,1,1,0,1,0,15,0
54350,1,1,1,1,0,0,2,3,1,2,0,0,1,0,1,0,15,1
54351,0,0,0,0,0,2,3,2,0,2,0,1,0,0,1,1,15,0
54352,1,1,1,1,0,0,1,3,0,2,1,0,0,0,0,0,15,1
54353,1,1,1,1,0,0,2,3,0,2,4,0,0,0,0,0,15,1
54354,1,0,1,0,0,0,0,3,0,2,2,0,0,0,1,1,15,1
54355,1,1,1,1,0,0,2,3,1,2,1,0,1,0,1,0,15,1
54356,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,15,0
54357,0,1,1,0,2,2,0,3,0,2,4,0,0,0,1,1,15,1
54358,1,1,1,1,0,0,2,3,1,2,0,0,1,0,0,0,15,1
54359,0,0,0,0,0,0,2,3,1,3,4,0,1,0,0,0,16,0
54361,0,0,1,0,0,1,3,1,1,1,1,1,1,0,0,0,15,1
54366,0,0,0,0,0,4,0,3,0,3,2,0,0,0,0,0,14,0
54370,0,0,0,1,0,1,2,3,0,0,1,0,0,0,0,0,13,0
54373,0,0,0,1,0,0,1,3,3,1,2,0,1,0,0,0,15,0
54377,1,0,0,1,0,0,2,3,4,2,2,0,1,0,1,1,15,1
54384,1,1,1,1,0,1,2,0,1,0,1,0,1,0,1,0,15,1
54385,0,0,0,0,0,0,0,3,3,2,4,0,1,0,0,0,16,0
54386,1,1,0,1,0,0,3,1,0,1,0,1,0,0,1,0,14,1
54387,1,0,1,1,0,1,3,3,0,1,1,1,0,0,0,0,15,1
54389,0,0,0,1,0,0,0,3,0,4,4,0,0,0,1,0,14,0
54390,0,0,0,0,0,0,0,3,0,3,1,0,0,0,1,0,14,0
54393,1,0,0,1,2,2,4,1,0,0,1,1,0,0,0,0,14,1
54394,1,0,1,1,0,1,4,1,3,0,0,1,1,0,0,0,15,1
54395,0,0,0,0,0,3,0,3,1,1,2,0,1,0,0,0,14,0
54396,1,1,1,0,0,0,0,3,0,3,4,0,0,0,1,0,17,1
54398,0,0,0,0,0,0,0,3,2,2,3,0,1,0,0,0,15,0
54399,1,1,1,0,0,0,1,3,0,2,2,0,0,0,0,0,14,1
54400,1,0,0,0,1,0,0,3,2,0,4,0,1,0,0,0,15,1
54402,0,0,1,0,0,1,2,3,0,3,4,0,0,0,1,0,16,1
54403,0,1,0,0,2,0,3,2,0,2,3,1,0,0,0,0,15,1
54404,0,0,0,0,0,4,2,3,0,1,1,0,0,0,1,0,15,0
54405,1,0,1,1,0,1,2,1,1,1,3,0,1,0,0,0,15,1
54406,0,0,0,1,0,0,1,2,0,2,0,0,0,0,1,0,17,0
54412,0,0,0,1,0,0,3,1,0,1,1,1,0,0,1,0,15,0
54413,0,0,0,0,0,0,1,2,1,3,0,0,1,0,0,0,16,0
54414,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,16,0
54415,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,16,0
54417,0,0,1,1,4,0,4,3,2,1,1,1,1,0,0,0,17,1
54418,0,0,0,1,0,1,1,3,4,3,1,0,1,0,0,0,17,0
54424,0,0,0,1,0,0,2,3,0,0,3,0,0,0,0,0,16,0
54426,0,0,0,0,7,3,1,3,1,1,0,0,1,0,0,0,17,0
54427,0,0,0,0,0,1,0,3,4,2,4,0,1,0,0,0,17,0
54429,0,0,0,1,0,1,2,1,1,1,1,0,1,0,0,0,17,0
54430,0,0,0,0,3,1,1,3,1,3,3,0,1,0,0,0,16,0
54431,0,1,1,1,0,0,1,0,1,3,2,0,1,0,0,0,17,1
54432,0,1,1,1,0,0,2,3,0,2,1,0,0,0,1,0,17,1
54433,0,0,0,1,0,0,1,3,0,3,1,0,0,0,0,0,16,0
54434,0,0,0,1,0,1,1,3,1,3,3,0,1,0,0,0,16,0
54435,0,0,0,0,0,0,2,2,3,2,1,0,1,0,0,0,17,0
54437,0,1,0,0,0,0,1,1,0,0,2,0,0,0,1,1,17,1
54438,0,1,0,1,0,0,1,3,0,2,0,0,0,0,1,0,16,1
54440,0,0,1,1,0,0,3,2,0,1,0,1,0,0,0,0,16,1
54441,1,1,0,1,1,0,4,2,2,0,0,1,1,0,1,1,16,1
54443,0,0,0,1,0,0,1,2,0,4,2,0,0,0,0,0,13,0
54444,0,0,0,0,0,0,2,1,0,3,1,0,0,0,0,0,13,0
54445,0,0,0,1,0,0,1,1,0,3,3,0,0,0,0,0,13,0
54446,0,0,0,0,0,0,1,1,0,3,2,0,0,0,0,0,13,0
54447,0,0,0,1,0,0,1,1,0,1,3,0,0,0,0,0,13,0
54448,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,13,0
54449,0,0,0,0,0,0,2,1,0,3,2,0,0,0,1,0,13,0
54450,0,0,0,1,0,0,2,1,0,1,1,0,0,0,0,0,13,0
54451,0,0,0,0,0,0,2,1,0,2,2,0,0,0,0,0,13,0
54452,0,0,0,0,0,0,2,1,0,3,2,0,0,0,0,0,13,0
54454,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,13,0
54455,0,0,0,1,0,0,1,1,0,2,1,0,0,0,0,0,13,0
54456,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,13,1
54457,0,0,0,1,0,0,2,1,0,2,1,0,0,0,0,0,13,0
54458,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,0,13,0
54459,0,1,0,0,0,0,1,2,0,2,1,0,0,0,0,0,13,1
54460,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,13,0
54461,0,0,1,0,1,0,1,2,0,3,2,0,0,0,1,0,13,1
